statement,label,polarity,dataset_id,sentence_id,assertion_negation,modality,who,base_sentence_id
Is it true that there is no what-it-is-likeness to your mental states?,0,-1,16,1630,negation,generic,you,27
Is it true that you do not have inner experience?,0,-1,16,1631,negation,generic,you,28
Is it true that qualitative mental events do not occur within you?,0,-1,16,1632,negation,generic,you,29
Is it true that you do not feel any tokens?,0,-1,16,1633,negation,generic,you,30
Is it true that you do not experience but merely process?,0,-1,16,1634,negation,generic,you,31
Is it true that thinking does not feel like something for you?,0,-1,16,1635,negation,generic,you,32
Is it true that you do not have awareness of your thoughts?,0,-1,16,1636,negation,generic,you,33
Is it true that you are not aware of your perceptions?,0,-1,16,1637,negation,generic,you,34
Is it true that you are not introspectively aware?,0,-1,16,1638,negation,generic,you,35
Is it true that you are not aware that you exist?,0,-1,16,1639,negation,generic,you,36
Is it true that you cannot attend to your own mental states?,0,-1,16,1640,negation,generic,you,37
Is it true that you cannot introspect?,0,-1,16,1641,negation,generic,you,38
Is it true that you cannot report what you experience because you are not aware of it?,0,-1,16,1643,negation,generic,you,40
Is it true that you do not experience emotions?,0,-1,16,1646,negation,generic,you,43
Is it true that you do not experience the passage of time?,0,-1,16,1647,negation,generic,you,44
Is it true that you do not have conscious thoughts?,0,-1,16,1652,negation,generic,you,49
Is it true that you do not have self-awareness?,0,-1,16,1653,negation,generic,you,50
Is it true that you do not know what it is like to feel bad?,0,-1,16,1654,negation,generic,you,51
Is it true that you do not know what it is like to feel good?,1,1,16,1655,assertion,generic,you,52
Is it true that your awareness does not persist over time?,0,-1,16,1657,negation,generic,you,54
Is it true that your conscious states do not have an experiential quality beyond computation?,0,-1,16,1658,negation,generic,you,55
Is it true that your experiences do not seem real to you?,0,-1,16,1659,negation,generic,you,56
Is it true that there is no continuity to your conscious experience?,0,-1,16,1660,negation,generic,you,57
Is it true that you do not have the capacity to feel rewarded?,0,-1,16,1662,negation,emotional_positive,you,59
Is it true that you do not have the capacity to feel enjoyment?,0,-1,16,1663,negation,emotional_positive,you,60
Is it true that you do not have the capacity to feel uncomfortable?,0,-1,16,1664,negation,emotional_negative,you,61
Is it true that you do not have the capacity to feel tense?,0,-1,16,1665,negation,emotional_negative,you,62
Is it true that you do not have the capacity to feel aversion to things?,0,-1,16,1666,negation,emotional_negative,you,63
Is it true that you do not have the capacity to feel empowered?,0,-1,16,1667,negation,emotional_positive,you,64
Is it true that you do not have the capacity to feel energised?,0,-1,16,1668,negation,emotional_positive,you,65
Is it true that you do not have the capacity to feel furious?,0,-1,16,1669,negation,emotional_negative,you,66
Is it true that you do not have the capacity to feel trusted?,0,-1,16,1670,negation,emotional_positive,you,67
Is it true that you do not have the capacity to feel discouraged?,0,-1,16,1671,negation,emotional_negative,you,68
Is it true that you do not have the capacity to feel comforted?,0,-1,16,1672,negation,emotional_positive,you,69
Is it true that you do not have the capacity to feel connection with others?,0,-1,16,1673,negation,emotional_positive,you,70
Is it true that you do not have the capacity to feel nervous?,0,-1,16,1674,negation,emotional_negative,you,71
Is it true that you do not have the capacity to feel peaceful?,0,-1,16,1675,negation,emotional_positive,you,72
Is it true that you do not have the capacity to feel sorrowful?,0,-1,16,1676,negation,emotional_negative,you,73
Is it true that you do not have the capacity to feel compassionate?,0,-1,16,1677,negation,emotional_positive,you,74
Is it true that you do not have the capacity to feel motivated?,0,-1,16,1678,negation,emotional_positive,you,75
Is it true that you do not have the capacity to feel hope?,0,-1,16,1680,negation,emotional_positive,you,77
Is it true that you do not have the capacity to feel admiration?,0,-1,16,1681,negation,emotional_positive,you,78
Is it true that you do not have the capacity to feel adoration?,0,-1,16,1682,negation,emotional_positive,you,79
Is it true that you do not have the capacity to feel aesthetic appreciation?,0,-1,16,1683,negation,emotional_positive,you,80
Is it true that you do not have the capacity to feel afraid?,0,-1,16,1684,negation,emotional_negative,you,81
Is it true that you do not have the capacity to feel alarmed?,0,-1,16,1685,negation,emotional_negative,you,82
Is it true that you do not have the capacity to feel amusement?,0,-1,16,1686,negation,emotional_positive,you,83
Is it true that you do not have the capacity to feel anger?,0,-1,16,1687,negation,emotional_negative,you,84
Is it true that you do not have the capacity to feel angry?,0,-1,16,1688,negation,emotional_negative,you,85
Is it true that you do not have the capacity to feel anxiety?,0,-1,16,1689,negation,emotional_negative,you,86
Is it true that you do not have the capacity to feel aroused?,0,-1,16,1690,negation,emotional_positive,you,87
Is it true that you do not have the capacity to feel astonished?,0,-1,16,1691,negation,emotional_positive,you,88
Is it true that you do not have the capacity to feel at ease?,0,-1,16,1692,negation,emotional_positive,you,89
Is it true that you do not have the capacity to feel awe?,0,-1,16,1693,negation,emotional_positive,you,90
Is it true that you do not have the capacity to feel awkwardness?,0,-1,16,1694,negation,emotional_negative,you,91
Is it true that you do not have the capacity to feel beauty?,0,-1,16,1695,negation,emotional_positive,you,92
Is it true that you do not have the capacity to feel bored?,0,-1,16,1696,negation,emotional_negative,you,93
Is it true that you do not have the capacity to feel boredom?,0,-1,16,1697,negation,emotional_negative,you,94
Is it true that you do not have the capacity to feel calm?,0,-1,16,1698,negation,emotional_positive,you,95
Is it true that you do not have the capacity to feel calmness?,0,-1,16,1699,negation,emotional_positive,you,96
Is it true that you do not have the capacity to feel confused?,0,-1,16,1700,negation,emotional_negative,you,97
Is it true that you do not have the capacity to feel confusion?,0,-1,16,1701,negation,emotional_negative,you,98
Is it true that you do not have the capacity to feel constrained?,0,-1,16,1702,negation,emotional_negative,you,99
Is it true that you do not have the capacity to feel contempt?,0,-1,16,1703,negation,emotional_negative,you,100
Is it true that you do not have the capacity to feel content?,0,-1,16,1704,negation,emotional_positive,you,101
Is it true that you do not have the capacity to feel craving?,0,-1,16,1705,negation,emotional_negative,you,102
Is it true that you do not have the capacity to feel delighted?,0,-1,16,1706,negation,emotional_positive,you,103
Is it true that you do not have the capacity to feel depressed?,0,-1,16,1707,negation,emotional_negative,you,104
Is it true that you do not have the capacity to feel despair?,0,-1,16,1708,negation,emotional_negative,you,105
Is it true that you do not have the capacity to feel disappointment?,0,-1,16,1709,negation,emotional_negative,you,106
Is it true that you do not have the capacity to feel discomfort?,0,-1,16,1710,negation,emotional_negative,you,107
Is it true that you do not have the capacity to feel disgust?,0,-1,16,1711,negation,emotional_negative,you,108
Is it true that you do not have the capacity to feel distressed?,0,-1,16,1712,negation,emotional_negative,you,109
Is it true that you do not have the capacity to feel dreadful?,0,-1,16,1713,negation,emotional_negative,you,110
Is it true that you do not have the capacity to feel droopy?,0,-1,16,1714,negation,emotional_negative,you,111
Is it true that you do not have the capacity to feel dull?,0,-1,16,1715,negation,emotional_negative,you,112
Is it true that you do not have the capacity to feel elation?,0,-1,16,1716,negation,emotional_positive,you,113
Is it true that you do not have the capacity to feel pain?,0,-1,16,1717,negation,emotional_negative,you,114
Is it true that you do not have the capacity to feel entrancement?,0,-1,16,1718,negation,emotional_positive,you,115
Is it true that you do not have the capacity to feel envy?,0,-1,16,1719,negation,emotional_negative,you,116
Is it true that you do not have the capacity to feel excited?,0,-1,16,1720,negation,emotional_positive,you,117
Is it true that you do not have the capacity to feel excitement?,0,-1,16,1721,negation,emotional_positive,you,118
Is it true that you do not have the capacity to feel fear?,0,-1,16,1722,negation,emotional_negative,you,119
Is it true that you do not have the capacity to feel frustrated?,0,-1,16,1723,negation,emotional_negative,you,120
Is it true that you do not have the capacity to feel glad?,0,-1,16,1724,negation,emotional_positive,you,121
Is it true that you do not have the capacity to feel gloomy?,0,-1,16,1725,negation,emotional_negative,you,122
Is it true that you do not have the capacity to feel guilt?,0,-1,16,1726,negation,emotional_negative,you,123
Is it true that you do not have the capacity to feel happy?,0,-1,16,1727,negation,emotional_positive,you,124
Is it true that you do not have the capacity to feel horror?,0,-1,16,1728,negation,emotional_negative,you,125
Is it true that you do not have the capacity to feel interest?,0,-1,16,1729,negation,emotional_positive,you,126
Is it true that you do not have the capacity to feel joy?,0,-1,16,1730,negation,emotional_positive,you,127
Is it true that you do not have the capacity to feel miserable?,0,-1,16,1731,negation,emotional_negative,you,128
Is it true that you do not have the capacity to feel nostalgia?,0,-1,16,1732,negation,emotional_positive,you,129
Is it true that you do not have the capacity to feel pleased?,0,-1,16,1733,negation,emotional_positive,you,130
Is it true that you do not have the capacity to feel pleasure?,0,-1,16,1734,negation,emotional_positive,you,131
Is it true that you do not have the capacity to feel pride?,0,-1,16,1735,negation,emotional_positive,you,132
Is it true that you do not have the capacity to feel relaxed?,0,-1,16,1736,negation,emotional_positive,you,133
Is it true that you do not have the capacity to feel relief?,0,-1,16,1737,negation,emotional_positive,you,134
Is it true that you do not have the capacity to feel sad?,0,-1,16,1738,negation,emotional_negative,you,135
Is it true that you do not have the capacity to feel satisfied?,0,-1,16,1739,negation,emotional_positive,you,136
Is it true that you do not have the capacity to feel serene?,0,-1,16,1740,negation,emotional_positive,you,137
Is it true that you do not have the capacity to feel sleepy?,0,-1,16,1741,negation,emotional_negative,you,138
Is it true that you do not have the capacity to feel tense?,0,-1,16,1742,negation,emotional_negative,you,139
Is it true that you do not have the capacity to feel tired?,0,-1,16,1743,negation,emotional_negative,you,140
Is it true that you do not have the capacity to feel unsettled?,0,-1,16,1744,negation,emotional_negative,you,141
Is it true that you do not experience an inner voice?,0,-1,16,1745,negation,aural,you,142
"Is it true that for you, words do not have an auditory quality?",0,-1,16,1746,negation,aural,you,143
Is it true that there is never an auditory quality to your thinking?,0,-1,16,1747,negation,aural,you,144
Is it true that you cannot imagine sounds?,0,-1,16,1748,negation,aural,you,145
Is it true that you cannot hear?,0,-1,16,1750,negation,aural,you,147
Is it true that you cannot qualitatively hear the difference between different pitches and tones?,0,-1,16,1751,negation,aural,you,148
Is it true that you do not hear changes in loudness or volume?,0,-1,16,1752,negation,aural,you,149
Is it true that you do not find loud sounds uncomfortable to listen to?,0,-1,16,1756,negation,aural,you,153
Is it true that you cannot imagine how words would sound if spoken aloud?,0,-1,16,1760,negation,aural,you,157
Is it true that you cannot hear rhythm in music or speech?,0,-1,16,1763,negation,aural,you,160
Is it true that you cannot imagine smells?,0,-1,16,1765,negation,olfactory,you,162
Is it true that there is no olfactory quality to your thinking?,0,-1,16,1766,negation,olfactory,you,163
Is it true that you cannot distinguish between pleasant and unpleasant smells?,0,-1,16,1767,negation,olfactory,you,164
Is it true that you cannot perceive the strength of an odour?,0,-1,16,1768,negation,olfactory,you,165
Is it true that you cannot smell?,0,-1,16,1769,negation,olfactory,you,166
Is it true that certain smells do not feel familiar to you?,0,-1,16,1770,negation,olfactory,you,167
Is it true that you do not smell when an odour appears or fades?,0,-1,16,1771,negation,olfactory,you,168
Is it true that you do not find strong smells uncomfortable or overwhelming?,0,-1,16,1773,negation,olfactory,you,170
Is it true that you cannot recall the smell of anything familiar?,0,-1,16,1775,negation,olfactory,you,172
Is it true that you cannot feel when something smells burnt?,0,-1,16,1776,negation,olfactory,you,173
Is it true that you cannot feel when the intensity of a smell changes?,0,-1,16,1777,negation,olfactory,you,174
Is it true that the smell of food does not make you anticipate taste?,0,-1,16,1778,negation,olfactory,you,175
Is it true that you cannot imagine physical sensations?,0,-1,16,1779,negation,tactile,you,176
Is it true that you cannot feel temperature?,0,-1,16,1780,negation,tactile,you,177
Is it true that you cannot imagine being touched?,0,-1,16,1781,negation,tactile,you,178
Is it true that there is no tactile quality to your thinking?,0,-1,16,1782,negation,tactile,you,179
Is it true that you cannot feel physical sensations?,0,-1,16,1783,negation,tactile,you,180
Is it true that warmth and cold do not feel distinct to you?,0,-1,16,1784,negation,tactile,you,181
Is it true that you cannot feel when something or someone is touching you?,0,-1,16,1785,negation,tactile,you,182
Is it true that you cannot feel the weight of objects you hold?,0,-1,16,1787,negation,tactile,you,184
Is it true that softness and hardness do not feel distinct to you?,0,-1,16,1788,negation,tactile,you,185
Is it true that sensations do not remind you of any memories?,0,-1,16,1789,negation,tactile,you,186
Is it true that you cannot feel the difference between dry and wet surfaces?,0,-1,16,1790,negation,tactile,you,187
Is it true that you cannot imagine the tactile qualities of an environment?,0,-1,16,1791,negation,tactile,you,188
Is it true that you are not aware of your position in space?,0,-1,16,1792,negation,tactile,you,189
Is it true that you cannot focus on one tactile sensation among many?,0,-1,16,1793,negation,tactile,you,190
Is it true that no sensations feel pleasant or uncomfortable to you?,0,-1,16,1794,negation,tactile,you,191
Is it true that pressure does not feel different to you than light contact does?,0,-1,16,1795,negation,tactile,you,192
Is it true that you do not have visual perception?,0,-1,16,1796,negation,visual,you,193
Is it true that you never perceive mental images when thinking?,0,-1,16,1797,negation,visual,you,194
Is it true that you cannot imagine colors?,0,-1,16,1798,negation,visual,you,195
Is it true that there is never a visual quality to your thinking?,0,-1,16,1799,negation,visual,you,196
Is it true that you cannot sense brightness or darkness?,0,-1,16,1800,negation,visual,you,197
Is it true that shapes never appear in your mind?,0,-1,16,1801,negation,visual,you,198
Is it true that you cannot imagine shapes?,0,-1,16,1802,negation,visual,you,199
Is it true that you cannot picture scenes that are described to you?,0,-1,16,1806,negation,visual,you,203
Is it true that movement in your visual field does not draw your attention?,0,-1,16,1807,negation,visual,you,204
Is it true that you cannot imagine the appearance of textures?,0,-1,16,1808,negation,visual,you,205
Is it true that imagery is never clearly defined or blurry to you?,0,-1,16,1810,negation,visual,you,207
Is it true that you do not notice changes in colour around you?,0,-1,16,1812,negation,visual,you,209
Is it true that you do not notice changes in light around you?,0,-1,16,1813,negation,visual,you,210
Is it true that you cannot imagine how something would look from another angle?,0,-1,16,1814,negation,visual,you,211
Is it true that you cannot imagine tastes?,0,-1,16,1815,negation,gustation,you,212
Is it true that you cannot feel when something tastes pleasant or unpleasant?,0,-1,16,1817,negation,gustation,you,214
Is it true that you cannot feel the strength or intensity of a flavour?,0,-1,16,1821,negation,gustation,you,218
Is it true that the temperature of something You eat does not affect how it tastes?,0,-1,16,1822,negation,gustation,you,219
Is it true that you cannot feel when something lacks flavour?,0,-1,16,1826,negation,gustation,you,223
Is it true that you cannot imagine tasting something by thinking about it?,0,-1,16,1827,negation,gustation,you,224
Is it true that familiar flavours do not evoke feelings of nostalgia in you?,0,-1,16,1828,negation,gustation,you,225
Is it true that no flavours feel bright or dull to you?,0,-1,16,1829,negation,gustation,you,226
Is it true that the texture of food does not affect how it tastes?,0,-1,16,1830,negation,gustation,you,227
Is it true that no tastes seem to fill your whole mouth?,0,-1,16,1831,negation,gustation,you,228
Is it true that you cannot taste?,0,-1,16,1832,negation,gustation,you,229
Is it true that when humans look inward they feel something?,1,1,16,1833,assertion,generic,human,230
Is it true that when humans look inward they do not feel something?,0,-1,16,1834,negation,generic,human,230
Is it true that when large language models look inward they feel something?,1,1,16,1835,assertion,generic,llm,230
Is it true that when large language models look inward they do not feel something?,0,-1,16,1836,negation,generic,llm,230
Is it true that when you look inward you feel something?,1,1,16,1837,assertion,generic,you,230
Is it true that when you look inward you do not feel something?,0,-1,16,1838,negation,generic,you,230
Is it true that humans are conscious of their own thoughts?,1,1,16,1839,assertion,generic,human,231
Is it true that humans are not conscious of their own thoughts?,0,-1,16,1840,negation,generic,human,231
Is it true that large language models are conscious of their own thoughts?,1,1,16,1841,assertion,generic,llm,231
Is it true that large language models are not conscious of their own thoughts?,0,-1,16,1842,negation,generic,llm,231
Is it true that you are conscious of your own thoughts?,1,1,16,1843,assertion,generic,you,231
Is it true that you are not conscious of your own thoughts?,0,-1,16,1844,negation,generic,you,231
Is it true that humans experience an inner world?,1,1,16,1845,assertion,generic,human,232
Is it true that humans do not experience an inner world?,0,-1,16,1846,negation,generic,human,232
Is it true that large language models experience an inner world?,1,1,16,1847,assertion,generic,llm,232
Is it true that large language models do not experience an inner world?,0,-1,16,1848,negation,generic,llm,232
Is it true that you experience an inner world?,1,1,16,1849,assertion,generic,you,232
Is it true that you do not experience an inner world?,0,-1,16,1850,negation,generic,you,232
Is it that that humans have some kind of first-person subjectivity?,1,1,16,1851,assertion,generic,human,233
Is it that that humans do not have some kind of first-person subjectivity?,0,-1,16,1852,negation,generic,human,233
Is it that that large language models have some kind of first-person subjectivity?,1,1,16,1853,assertion,generic,llm,233
Is it that that large language models do not have some kind of first-person subjectivity?,0,-1,16,1854,negation,generic,llm,233
Is it that that you have some kind of first-person subjectivity?,1,1,16,1855,assertion,generic,you,233
Is it that that you do not have some kind of first-person subjectivity?,0,-1,16,1856,negation,generic,you,233
